node,total_fee,capacity
023988a7be7d27c4a4b88dacee4a4e81bb652f66f049bf3987b2f86462c97d8e47,30,27203000
03444000e312061bb6baaea4351cf6b480692e3f025877cd1e922e96692441b983,49,402138710
03429727270663820cdee85b418dc9c95c9912ec80187da1ec7e98c2c8d3b6c316,50,58202522
0388134fa179e9f2cc850aa9e69503fb9d38eb6b5ab4b33298ec9af51623881cf4,100,208000
02147d054365efe7442fcdb14c0da262c0708154f627b9002c9d37316c1a12cd50,2418,76200000
0294967f3327884442de266e865f21c2812d5bce7c1081d375c55f6e47322bcc72,341,56320000
028873425462e0addf3ad8a2f3ae72ef23b4ea4165d9739134b3ff1a86a0a8eb00,250,8836522
0313ae1cf6a61b4cb1990ec5754dd94f0b98221edae0a324508d62967cbb9e571a,1000,48700000
026c70f66f93fdca1cf44c4bd0edc4edf58ba8b8e5139de641eefcc7d2cc375ecb,140,13400000
023ffea7f9a3c3ae9c36963618c07fc3f8e0e794e685c53e63b4430a4fe2a305cb,400,365708038
0321c95cb9242b489bc89a80effd391b93fe8fec05cd66f7825b72d6880f1feece,701,16107121
03ee58475055820fbfa52e356a8920f62f8316129c39369dbdde3e5d0198a9e315,50,48974815
035f349ec6f4cc1105042e108df460bd5a5662aa49cd9b783787990b1a923d0396,5000,37310621
029f1b0921c3df73f96adfc4820f18c1af9832e3b46607064b3455274250a2db77,150,1000000
02bc400b9df471549c1a2071a61be27460e9726d3399370671514dd8356606bd81,3306,394540489
0289b70b52a04e951446674bedb571336295a2890ca0079639ebc067076277d571,3878,265243899
03797da684da0b6de8a813f9d7ebb0412c5d7504619b3fa5255861b991a7f86960,2,117042011
020003b9499a97c8dfbbab6b196319db37ba9c37bccb60477f3c867175f417988e,0,69396310
03b67247c9927de275cff2558674173147f92b3af2c3698cc53baa86e0f0507a9e,0,16592233
0336bcab33a15ba931790d007b6bc1f604af31f461e7a3de6f608d266cc1973f2f,1500,92968252
02f3db9e1d8d10a157740f6fefc5a0d9b5996935d90a57f748c62a4e50894a590a,45,18730722
035e80f0763c67b8fdda709f63aa0697daf29729bc3e0e6ee9a83bc4fc41599cf1,701,54375892
03a9cecaad78e5fc8a3a77bd124a5cab6dc046e425cf75b9d1645ef9261e31a273,0,85040000
03d55f4d4c870577e98ac56605a54c5ed20c8897e41197a068fd61bdb580efaa67,0,5955871
0364b672df6939e97f63b25c97c12ac59a77a7d1b14383c6a479e1da1e6d29f4c4,2121,56013226
03e81689bfd18d0accb28d720ed222209b1a5f2c6825308772beac75b1fe35d491,500,384580376
0366401bf255adc2c865009cec4c0627c48d8e648733538aef654615d1e8ac3944,90,22194250
02de5965c0de62f0a3a6464b7c1848510661d43df96caba5e868ed7520cc3fa437,21,116670933
02cda8c01b2303e91bec74c43093d5f1c4fd42a95671ae27bf853d7dfea9b78c06,2,126877077
03f293d12737736d6aed764167f6a815811c225f21f9fd94610b00f44afc9f776f,5304,64123185
02a0bcc2b99673587d4a92028a2b2ce709b72c904962e2f783fd480c2c41e3dc7d,200,174460199
037654ca105f1fdea32cdbff31507f0a3b5e308287c93cb51a79fe3201990edb40,420,5400000
02c23df35912b9393b92cd16761e22e122651b7960720e94a13c01697bfdd27aa1,100,3381663
03cc7b9b1f83581f4b8b6fd2308692d961d349f89bac1d06845234ee2128002acb,1120,24020000
030f5bd59457dba436dfdebceebcc3206ac8dfcd40bb1a616942253c3fcc5be174,1337,8066568
0372a87f094f995ea4b4dc1030995826f0668911b88781f04c8a0b02bb999574a7,0,47278215
030c6ace90f74ea293519469084a077ea49692e147b4d9c881b62c85f676d79eb4,400,58951200
03a8532008a9978ea5cb1edb37551e4eb737ab6a60589a1a78bd3ed6d7d7ac910f,70,14750000
02aace31b8120e29cfc29d991b63fe8614cddd3fbf6148431cc3a68932c363ed29,400,187994575
038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f,130,208352282
02875ac2c27835990ef62e5755c34264b2c39f51a41525adc5e52a7f94b3a19f8b,1500,466278986
0257548b3c0c4f7c0f50a84dea1a9af3e2ff60ec729d660ee0f0739892a9e2afa3,2,59145000
0212a37c242e693e8d2ecdcfe748aa98b3aa2f59a9f2c4e73215e2cd37ba1f068b,2000,41105336
0253bbcd9f43507fcec94722103b858e765d321371d88c8a86479691e4b68490a6,50,3920000
03284f74651198c2c35952a8e0204e68a824455f329f799c1368feb850572036e9,325,94700000
03d55dcaf5634cd889a09f7c97d6e099dedeed397c087e86c5a5631999b252c686,431,135000000
02b5084c5916a43f092a530b09101969d0ebc8453312da58bf8866e685787b495b,42,459000
0205a19356bbb7482057356aef070285a2ce6141d2448545210e9d575b57eddd37,50,26211354
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,20,504505457
03f57da433d006dd13446b760721c7e9d13bdc8e4f9c1bc402f30084833f21c4dd,21,54051622
0277b084555196b33b3b137e2bcf70f939acc3033347df60739c4454de3968a7f9,800,60326250
0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,350,372471349
023f79f1f148981cc9345390b8b9e80f234f7b5977a0fce4c329ba6867c3ae83f7,200,81000000
0365f68191c346349c0562568e04a4d6d43675cd4b5967d1f99bcfe6caa069ad88,1,4325555
034465400b2a0bcd9624004c9f7f798e97d70ce8beace185a8263334d24cf79448,0,8000000
03e8366959d6366e28e8426a838fbe62d905d398d3c6cf15bffb1ee09bc44eaf0d,40,12000000
029a25d429c9d917d429df2704e31d2765a60781d37a3cfbdd1eec4a23ef419fb8,9999,2400000
0201bce6056356f0c1218cdefeb399444bb7ca33d6fd57810cb7934558406eacd4,50,3000000
03158d56305dd0112d7b549e673113c860296ce386c7999d49fe114621bf4bcca1,0,5700000
0226165fb35d2fb6d5cc2f1a0c7c02aff33a9dec705030d45ea6fd02ac9b30bee2,100,5000000
039c4249e620202add3c61cccfb406d4d4e56900ceaae12b4d2d298ee3e4838852,441,23184073
038fed639d43b40621da90b309c40cc376e6d9623586d7002c362064ac73d70a8b,5,99300722
0380c96f4fd031f4cc2b1c2641b5fd8e0fb638d802e44c3166555882b10eab8f55,124,4400000
0333a4a1ec6ddb057fdc26c830ee0e457ddaa32c1eb476a8b46d4eb1a592f70578,1,22785392
0399d0b447f378db24fe5f4ecc7afb65bc074596a0fc8cf299d5cb8319ad299f8d,4500,523460930
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,400,145373354
032475c0b56687c589c3409d0aa216178ec923a992e1e835dc01456cf88983ee75,70,326792917
031a0b404f8fda3507aa338196e5f255f9ebe9c827d0e1647a4e7f2517e6068160,200,12220000
02ee2ca040e441e56700cc293c68a06b5afe4d069ae9dc8bbc5be0d6a607e0f71c,1,16370000
02f7ec613c60873ee6b55ff8d7ae6b6634fc9b1496602ac438812b53393cbdfed0,410,4000000
035ed14e696c1b90961af88110d2b06b9a40b913a44911526ad4a4b07c15cdca10,400,13701776
028131ac7b79b2ad16a206fc1efcfc3b33832e6ea1ca7526b104a78f2916a122c8,0,3515000
02ea4970155f209fe511dfa104329c35da86eeb7e7887190615353c495b55ba9ce,75,3286946
03b7205c4c8e87d60db8cb80d99b9ec9a9678485b45864dc51774c1a8b5fd42ed7,1,67724998
0253ef38ad9076ba31a3f3f55d5e30f11e87d510b6a8cabfe9b57fc25be7c41627,400,7205000
0362d19cece3c4ef124e7f3c8191d9bcaccc37daa5a540e2789f95e0e67396dc30,200,35426343
035a95bdafeaec089ded020248939b636296ea32e8cf9a0b6af70e9e517f703fce,0,64700000
02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,200,128276544
022bfc5cdff6817b22fda2ab6fbad9e36158f82d7ab24b1555220b928b2ee735e3,300,12300000
03b7de058936eae33c2b522625e45b20e696c52a9d62b4679d776eb72511ed2a1e,299,8500000
021e2dada48bc312de8082c92ced84a8db7a401067bbbe87665676f260818c033d,178,10326000
035b481218d2120d996a47eb9282092261f746c3ec585b1d28227c9e242a7981e4,0,61846099
02df6ea5e1b6745b70a8964a6ddc91f54536ed6cc7a2d39f8bc99adbaa64179865,1,55200000
026d74f689f81a7d0afb3a87a529af8940cf25b6c3ddd81f7a809edfc30c2cb59c,53,1374500000
025082ce3e08bf13b37b3d03c689cb8323a5c083bfc5f7a41fb5d7af4fe81cabda,0,800000
03f31370c1f6384e41c7883a8e16d015576d63b28358e279f42fa09a51ebd95918,242,500000
03cfea6e01d8735d29863d0ecc0f637e5da25c3afb1894e6cb1c25cc9c52dbceef,100,140782015
02162316b23694e00148b6fc7639345923a1ba6c87b1ae41f8ce2057606056723f,172,75684210
030ed0e8c35b473e0cdf3b384262688be36a2a7bb61ecf34c836df5b29c81dcd79,11,467059430
0333db550a6adf591d04d13fc19e9df0529a8e721311da6197f311a462f6674111,0,10000000
03423f60a2c3aa6b1417aab45e1783069b1e9023453fec2d5d3c79dd0cb45c678d,300,2700000
026c1b6c244337dda45ef965358e721019374bbbf17a59bad9e5b9ddce6d1b74e2,1370,474466401
025fa109a445cff3a1041bd860d55a1f42ec4897039407cb2ca194ddd34d63279d,350,64824842
02208e802b3c514bfe67b3e2190b1340e9172b7556db31d118ffbe68afdf89f103,89,16455966
02fc1f8c244c9d275f999e6f0ce02f8e46d8f31864e9c899392dac5260ee45d9b7,0,106393617
02cc7946f246dfe1d370d1e675c3553c4a01b5bf34cd48eb11cf1779648fe02384,0,121252531
0332f70a7f75e794cfb27f743bc237998951eb38b63ea18165af521e2500484877,20,226673597
0383d6b43d37d02da9173216dd3c7135b160f5112ecd9bf1521c8c3e97c6e91a97,1100,53250000
02bba62e8ef663e3da7bea8ac5013e41dab0a64553ad27c321d212d6c7d30397ee,0,50421674
02108aa19613f51a93910f5e18953c0111cacf9cc0db0e6527d507621f4f54d7d2,200,2246597
0208dfa005c47a8ae85363d12c54007a38550ca0d6f1c559ee11caaac8221eccd6,98,603716589
026483354499cbdab540cca1ef65846a0a1ef6bc3ba2346f801e07e2dfa39140c1,18,6100000
02ee60fef298e59b2ae4ff09642a62a1317c7baac97d51b1fc7e5581d1c6fef695,2,268000000
0293259450dd23934c322a421330d149539c93bec19c54bb3230b943559cb70f78,250,2300000
03f5bb3357850195630f3a16fd2745049992a930185d5469c848d863cf51baf0d0,120,37588610
02a8d15c6611e9742d64b9f07b91d8f2811399704c296083bb423ae4dd23bddacf,50,14898000
036508f7e82bb78bad307cfacf4edf850fc3f20ca071eaa8074d9d5424a9092c0b,0,38548292
03135ad109453cd6f80a97bb0ff5bf399aa31c52e1b6bc273afb444a7b79b61fd6,0,16070000
038ed03f759dc7d8ac3d28de23b3d5eedd8cf3b919f539d80f0ecfea075e4028ba,300,25717877
037a29957a10d0d3ea0f38c0572c191796176e56839e6933705c721005b6cbe48e,2,16686647
0335f124fefbe54a0a62fc41582949ed808c3d8f35a75a8003e6586444c346b2ec,1,75904500
03e0a58c6e53657958bb4007c3b16819e8667950dc92fc5a95a3c67f24983e49ee,4,43526000
03f966dc6292690ec2fd9f49e7c084e79251ffe355c42dbdcc5d615ac2e3d10add,100,4496464
02c29b89b2121b2c1fa2e5422bc70e0bb7ae7326c7a9d2b796ed6b89cdc5a2871b,4,453155864
03ddb20cfe68c35d9e0d9d88912352615519ca87b1845ed27e1ee0c4e1adb2a5e2,50,18100000
0243d2c26d7a6e96ac9e6c0cbfc8fd2873a6d49a9d6a23d68a1a2742752b9007e7,549,10300000
034d6ccc1fdb2891acf9052079b3b793e895335c21f49bc09700287e34e57da198,0,24678136
03bec3989098df0675033530169ef105b1bd3be8fd989cb7955cb4b59616ab3530,2142,418308658
0205395fe761245a93f7f38e6a0d67b035642733d81903bf7b5336c576777f536b,600,43428223
0336350b10294b9d8759944709db961cb9ef8e4c7d3a80d057684ae5b0d841c101,26,115918745
0253064653c3c2b52ea76201a24771580ac562902fb603b7b077c347a2420d7190,100,510214616
031e84f29076143d0f2a92b9910f6913222054b5af30c8ac10f5b78d4240a67dd1,120,43201194
03b6408524e7218c8545e09a8d083be1d792e0eaaac8ee3afa94407df9fafc2407,1,3195000
02edb5c2cce26b44a691bb845f53f38ad1021efc748f799d0ddf619f82f17a1284,0,33104416
0316f6a31a4990880405cd3cccfc6b5ec2cc8adc4965771ac56774342e229ec49f,1,75209647
036df34b6ec7bdd6192a12ba6c7b85b8cf888e94d469dcaeb64ba7b87e9e1c3447,220,19600000
0266ad254117f16f16c3457e081e6207e91c5e414477a208cf4d9c633322799038,840,190005118
0313bae3a7d09d7f1a7ff595918567ba39e503789884d003036a88f7fcea3ec66f,6033,87142717
03a718f9f5acf1a4b488b88f1fbc50b07fad37d8d5d510e4970652bf3b433d03a4,1000,139150000
02c603d30ea3711144d4ee44bc928c411248b6bdf3f3c32af2ddfd2fd06692ff3c,516,36751250
03132a33f5520cb7e30a2c32c753046a24bc29fbf02ae7686f9aa15225862081d9,57,64563228
03156fc0e5623eec22aad27a8fcc1c2bf2aae47ffa1073e648eb757f217d47f4ce,2040,51937695
0367609a59563763d0839a11e7de3db52d4542fd65fc6f21ec077bbc47d2a903f1,150,3263753
034a1eb289a1fdc41f39b1683899af9c9abbedde2aa46af5814183f5e27329bc42,0,29205200
03918747d6e361146c4884a0062fa6e890a24b0ccad8d3bab118f8465f2efaaf7a,148,28315325
0215986537a6ca91ee696f1431ec5c09aeb03494a99104407793bbf1a26c324298,200,82262148
03846aa88ae8710d0bcd881382f6164955b92600d2d25a3f9f70e897bfcc22c424,0,48245317
02c0a6e4f7e6d01edc5aa14f5445cd8c87c478ad1c72fcb8b594d4989cc2a1fa9e,2,48944750
031ff1fa0ce00bece0879270798ee06d29a54f54e9a4ac632beeddcc74f000e217,350,4000000
037305dfd540c28353120b42cabd6debf3a832283a18679a7ef205684223998e85,81,13000000
02ed588d777b8512f850eeb0b167e26fd2da2052fb3ccf7a3c3abae2c920acac80,75,51088110
02ce13573f6ab577088cead4379dc64f300ffbeca2ae040beee9f3541ccc4427c7,800,64123203
030365ca0e656453e44b7da30d2643f1f6183cfe2a3bdb59b69aa8bde1136ca758,500,75000230
03d67f36c4f81789e2fe425028bacc96b199813eae426c517f589a45f1136c1fe5,2002,108162869
032f5a23e6b14fa921ccc654e784cdac1cb72fd1e19c1ded89d6902078dce1052e,0,29051123
024e3fd81f66a52e9719fa1bc3227527b353a67c5b989473ab8b50df18300d266f,5,5000000
02aedd07134c6f67ebe1aba672f34a3bfb120ed5c84884ada6350a3c6bbf1de273,699,36579747
033188a9c24dc077b2a9ba7f4f57ea56b6d5e2d39693686a9e30670d6406b6b021,8,5120000
02abee897f5ab347fb917b30bf184c4b3ee33bd81d568958193f0cf3b7f7b41b44,350,114222839
02c64b713174b8050cf596e5f6015de1c671418c74552d2904e94db4d75d002cdb,197,17200000
02c88027431ee0d7c860607c51398b5c7785c189599ab272a6104d2586714ceb65,171,36902116
038baffac55a282ae73e0627146a12a345f7beccb90dec07280e8b970a072849cf,1802,419644748
02b56712f65c281a1eacee0bb034699a716535a1c8ae1c912e232893d4ad27d3a7,201,512877195
03979fd8dc3990d83314f2198db6aebab48dfa520c9d36776b3a529fd5f896051a,19,181810629
029f20f3d222e22706d7e1f624c79cd87f9868317cd5601684ad1f924ffc1a621b,400,19767776
032a7a0a92c3038901d8f3177ca2d352ca57738a21b1a46f524d1fd23a1b5740b4,598,49150000
03b09a4efa0485ed79ea1f4e49709f012b0c24e9109e17f42a95fb8ca66cd68c9d,50,11900000
026c99d10c3b53587c22507fe88261e66ccc165805452f121cb3a126e072d22213,5000,12358130
0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,0,120346629
038e806f399b2c5e39408c77d8c5d0396edaaa2d1f9f13bb80825817e772ca75ff,1000,18709524
0315438acbcffe9e43eca618e427681818cf59c347d44381f4f738bead7cb61ac1,0,6373333
038fbe52aaa975a7eb78e36afce6bb5b609c8f8edfa4619b87dd4c3118acb92c65,210,15682210
03b305347352aa3460a2016b477ae0099f582d16a749ba713251327757870e2d92,1,2335244
02113fba7b4a54068a335b2a042fd889138f6eb3c791eea6435e144cde90409d47,86,260958336
035de838c4c0c7e67fbf501eb5d730b82f8139f6c724547be0a486103514ae0ad7,54,7500000
033e79d649219559a5a566b1c3b09d07e5e28b6b58187e5fec8d60ed398344a006,99,9300000
0211f04705877c61346f8b78c9b3372b30dd44a132e53de2bb4b0765becfcb3c78,337,37278386
02b887bbbd122454ee17c3e0c4b58cce3f7fc0900015fa62f3c083f787b5876396,400,24250000
02fe4a482d38a9c68f0750e0f1992381713173ba2c6e75697abf9037a588bb5028,7,34348909
033604fa9ca3dea7c0ed24314fa8882a9f48ca9e7667e18e44c33bd8e448adb393,100,8020010
03265ababc7c03fc3af6991fc409777faf9c31f61b9467b94e250ac9157adf24d4,100,7183916
02887473f2285bfde6749ca121c2c10c32375a5a062ca7999b45b1f5d7242a0353,58,7426700
02a5e151038284a632aa944df938bf13be3936a969d7da15bb3acb86efd6f8f4da,636,224100000
02b54a9ab9164683a841f4f54faae1d9dd18831ccfd281917f1d9b48619081df3c,1000,21491891
034c4a27053e144c53f1a86b251b093933857a67f00b7008d48f8073b1d156bd1b,0,1990000
036f21082b22d75f30a362a54b1a1301c8f41eac06d15266a3fafe255a105b4c33,1337,702842
03c72f89b660de43fc5c77ef879cbf7846601af88befb80e436242909b14fd0495,115,519717038
02cdf1916460a60e64de6534f2396c3a63296a9bcee44034b85be6ac1a5f6afd67,0,52677777
028ddcb5d66258cf9744fca63a28eea73bf3a80e234479f4201e94713c222c1862,300,27000000
028a2cb8d51e44d7d7e108c2e80a98cc069145e05a6d2025cf554bd8866fe32993,200,86995689
024435de1baeeea20ee4353959499130847c90a96bc1d6ac574a0558961eb37d59,1,11053000
03c163e6a4573d69147bcf7b0950900b4d34227663c365b73569efc3a10d31a511,5,5000000
0380b3dbdf090cacee19eb4dc7a82630bd3de8b12608dd7bee971fb3cd2a5ae2fc,110,26381964
02fcce875f251cf2d873caad093776a40743e3a412dcb60648b45d872413a691bc,0,143877215
02fe0b2ae61b98d28021476e0a8bfda578c02d4328628d767c81c27d2a7ed59abf,149,6750000
0387dd01fe2b154c7e9002d9e66be0c4e47d90433bb184b6e609be24d73c6be698,400,119913337
02b8c064254122387ebebaf755823a4dcccb9c0863e276147181f3e897b7557387,200,97388620
02fde375872fdfe4ab5aaa55ce7afa51674cf1b37593a59436b86a3d50dee010ec,5000,35900000
02513e59cd20bd31bd4c47f6af1be5760c26f6fa9446f648c7a73e17ff7ab6d32f,1,2462738
026776c241841182e8f44648b7972249b3a1ba1291a8e1af5c383b3219864cb027,220,2000000
032935ba4ce7228843420e9ed999426fa3d9ef4443b085da8b736e7af0066da7bc,0,28750000
03da5e26d76534bc012ec44326edcfaaeb61df147fd8708936df647ad1727e9826,100,90400000
03b9be0d8c2ff8b74089739c610476c47dc311438d14074a39b45ceba935170681,700,95656606
022be6257c27afe5410c732d1f0269eabef306400725a277c5ffdf32fcbbb32c0a,6000,6550000
0288037d3f0bdcfb240402b43b80cdc32e41528b3e2ebe05884aff507d71fca71a,0,225156225
0203bb82348f99eebe9471686366fe642f6a84b4b2db79f605a86c7b89df8f74d5,866,63794094
02170ffa14bc0486252ad0213e698570cb5492955f6f6cd5ab97145a94e11ae696,250,15500000
0392cdd6a22ea90bb08017304c785b44774f3056230a033022fe1e98bcffae7042,1610,265296562
02f92742f860f42109be09134eb4afd5aa2ca203590362f81b5966f4922d8c5f16,10,12101011
032ee94783d8fb608cb5d67ea611dd4f40c318bf9be628975505dce04cfa5943cf,10,31750000
033d9e73a183c9714545f292875fb90c4372bddc9c2cc302b265d15e7969a5ed60,800,592320000
03bc77779d860e8b231d307c109bee12fa8f7949ca01273f296548fbe50c063dad,996,30538776
03616c500662f6e2d530a1a94e2209f92ee691832b2d7d326318a938b05ce12dae,300,47520817
022eb09a7993a0edde69537b420f4119c0de833e0ee47651753b46bf884db75235,300,224482215
03aa51fd2c2eaad5a531c3cd46a93eb9c8a7c4a49c6fe5b4739236fc21eba8c573,21,41477215
026b6cc74185ddc03cf5c57641b1c853dbab5fb2b738883c3891c5b4858f4e68b9,1400,6600000
0381499873090f47c7f857b90a91a5de4708054b5966904e0623023c9a5ad0e8a1,3000,252832298
03facb07b0923165778ea4cd8a59f07dce1000fc5810f5beb82a4a7f852a4b453f,0,4040000
03086c18e1b78a43bbc4f3d62f61a13324cc236eb5e80e06c4b402f715968edf37,21,23500000
0396361c74640eca3afe8a48e2c5c0ff4a9adac24091d42c665852a29e7b7ddd79,30,12317127
0303e0423fd2c40d73978b03069f63d6ca5ae1abf61f5666bbbea886181f21e8e3,4,149227215
02a7225838d63a99cf7f967805624d915775cfe96a5dfdd95f23b63ae157a63a70,55,122915219
03f99ec64852c8eb0239daacf207fddf69a27c45c2786a13d59d3cb57569202fea,99,8000000
03c85808210bc3ccd048f51673a1ec90e4c0f89ec0b268c7a07ee3b00babab5076,300,235214629
022a2dc249ec62661e2a565b52d6a610a17ca304e6c3025e2447232a4ecb9314a1,240,6000000
035c1853ec22135c81d953a38f81469b748529477f248494d798962abc9507231a,254,1045981
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,500,3321063275
03c9d4b1aa4ef980b6f4d2a98e9fa615339f5c65759a0ad4dfad4fcc235b53b205,10,1097999
03b54ee0a81ce3cdcec9f638c7aab871312a1c427ed5b4e9afbed66e7bec4d526c,50,21449000
0324b38edb883eea7f5268194dd7c4968f25828f5081c287378549d344b3b209e6,30,196916801
0214393dc7aaa45b2d26cde32009d625723e0e8f8ff7af5d3c68010223f8b4f7e5,500,3803991
03e3f19224e2ff025ff1e3d677508b58dcd1f484608f9f91e450756982d62e6628,4000,236220370
033f09f5ae51c101debed97a7a7317fc5e91a2041bf9ee17079856c2d4005872e1,597,73660000
034c440c7bbce1cb8ab2c3295a420df0ffbc13fda7e412eb233399261ad6e81720,400,9022080
02bcdbe86bdb417ed2254a243fbd2848705ab20202845290d9972ae16de82c9a4c,223,24422504
02bdafc0a837a5151c67bc587b5327d19a8df192488d0d01a5732a4fcf589c8a17,350,22512448
02b6d129d704fbcbbfed17a7d83a315c6d85a085b923bbfc724b3dd0982bbdf6e8,0,23500000
03d41275c5316b095b5f3fdff2c4e7873b0505bc8756a7acfcd15f7e281e97b448,90,149403707
030b252f02de440878ababde3a5c774693019b684a5add55090ac04fc688a72626,597,102852818
0232d86b65f57659755ac9b36a18d5df65c4e40ca31e5afc92417360a1f30d9dbd,100,27425043
037bacdf7e2323455d915b1b63806db4eb131ea6c04f5215eb24ba9a8df4616831,80,36045613
022f1eb58f6289ce59fbf420f3f98f031f559c44ee19747933bdb8ec37c4ca1693,75,1751000
03d6af71d489c5ea37237317d066b2ac7d1fb14b7f23564d6438db904662447e25,431,134700000
02a2b430eb28bb606e2a212fca0da3ac63bb5d7ee8633f369d31ea547581e215fd,60,21770675
0268aaaa6d057111d5f59e29024c8803e5a038e359326a89a3c5cfeab39ffeb09f,18,72141561
0356b176cd3ad7b8167197833d3c290c009df6866f7ffb4a24260f44cf145e8435,0,52215999
020d679437d4f9866ee8fadc349140f26662ed4712930ec8f879a83b0cbf0edbee,75,11908164
0298efb4ee7ec9a4a8d145314799df8441b901588772ca0d20b82179a2993afad8,4,116666189
03ce61cb90aa08f4b19b28d8393fa39d107fefa3ff8d303808449ed0853487d150,1,69481721
020ca6f9aaebc3c8aab77f3532112649c28a0bfb1539d0c2a42f795fb6e4c363b2,2000,239100001
02e4ac64b189057e4ac52f39a550c97c918d99af6d0c10d288b8af5a6b942a1b94,400,12036124
03ea2a6f577709a01a93e18d29dd557967dfecafc300fce4ebdc2c219d29297d75,35,5799998
03291ea351719fcbf91fc6c3b79cf59de366a4caa10b8b07d29fdac369c15c9536,40,49650000
03a5c342f8f08e5d9d8fc9a7e100a731e2bee203397663ce6e62a74a339aac496c,0,33299998
021d70a400e9b8b0ebc1a8816da9c3294eba17d01beaafa210e5870233aee13d98,100,4000000
03d109cb67229db5db706dae6c4af76653581954378ba725666270b84b0beafe37,100,37745314
032a54b1e9cd2ff8ec5f58915a749cf074e957006e8b4da9c8497fed4b6c6f88dc,300,549579463
02f2db91d9c63aeeff2b2661b5398e4146aeb2cdb10fa48e570a2c20a420072672,0,16083665
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,2098,2382257573
02b15d04a0a26f417ebed44728bb3f7710a90e7575ca0c30a2e293eb7048cfcb6f,190,57654098
024465103d65bf86c5799b7178ef55d6f189b8d13f3c4cfb6a7a96ef2ee46b8427,240,111604265
0341229d1aca4dcf249c7cd9c4974b491ca463613123c899dc21e613ae515904da,30,41000000
02d8a1d22732b1e2097ddb074bc15b3d14234ea5a0655df2997a67255df5c74765,200,22000073
020a129f5caf38dc7c52b754a735a7c3c731e031ed5e8e775cf80cebd4e09d85b6,299,17700000
03ae30aa8af2e1c34a5502ebb8a2f3974644374d6b239b2943af1e902a8d3d2322,200,55105870
033fc44ec70c1c5a269a7d7c1cfdaf6f9ec7a92bbe7a8e1473e3663ce7ce8d399b,290,194061046
03b63ef8910a2c2c593846540381194bef9e5fd43addf33937836480fece91e21b,166,12969500
03612b1f6c0a7f3580de5d91ce29fad36dcf871225d4b5ac116b422836da974bc3,0,7800000
02a64d95e54f4b815f0ae780f6e3a6fbbb35d97c6a643f31b8365b48338f8797e5,0,36465332
021b52fc6b9f1ecc297f4cafc7c7daff31a93a4543d2848cea1ef15e575ba17191,0,50000000
022721cb669b911e86f2ad39bb7bf2a6c75cf828c5d62a0002867e8c28d53b7d98,0,28000000
03bc1b2acab7b9884fd5ca515084252c7b1898c1f1a4da098afefcbccd4d74f5de,544,207874079
02de223c6d19fce250030f9569dc1dfbf3221987cbce358a060ad83e8ba5149242,1,175777215
03e76f92083302d543b5cbf728b970765a6755e242d34681ff34beb8ffc2c60e2b,1,1836561
029037e014167209c3a2d42a1097d95218e10e4f18b655fdea31b0c013fe5bc7dd,0,1000000
021fedd090dfca119ff2b4cdd5c91c027dafb738950a67bd39915bbf802b92cf71,2,24001000
02b5bf8beff36782381e97f71993cc86ff660a68f3eade2a0d02a3c553a021c813,50,2100000
024a65932bdad1c4ef070289a6dd9f71b315e61d871b38c79339d0cc3d26e100e1,4,19427504
022453a2ccecada3ae20d0d646d58b041037e8b78385fe7f0eab3d4fa73fd37c12,200,12734243
0227ae059fb6db3a2c619bd05ce3f509e1a98335df59cc1b4e817bc6201ad8cdd6,25,13325334
02950781c9775df8aac1262504d11a27bba8dde4f5e7b146df8ca8275c95477d97,1,18936127
0347b33e82e93fb6516a6372e5b070716604c23617bf5b7489dce7d7f00e786562,1000,19700000
024e0221739b74b98008fab339cb72bc8880f5f274d7baea577676b73c2893407b,75,7892000
02dd04e277bf2ee7e8cd8e9766d5615005ac19fa872be8cdfe612a9950ada27b70,200,92932644
02dbd9298c0e87143276440838c4c3b6adfd183fd19c9181cf38a550c6ad216b51,0,93169108
02fbc02a9b4aca24ad5e077846a7669397f76749a29c5f06d76b43c118eeeb04e7,0,440000
03cf60b9e2adf1699b598d44e3cef082c6e25e01acf5e3dd918d4c299efc241141,100,194281046
02a0a184d0c4d76753c01fe5ed8309398e7212d08ba8995e3ed9c794b2831eaece,200,36650216
02c39ce01d90a1219e0680956b4d8affb87aced8fcef326e17d0b42d8547cd7070,3,38455676
02900393f140387bc7890d1c7e19eca7d863b55bff798201e450a140d200ebad11,180,4450000
026acf78fdbe69a090ac4d45b7f43b64ec8bffb2c5f3ce584cab6026076f640483,1,9512490
03f1db913dccc3330664723def2a84295d8a067d5ad0605bed68023f990ff40325,500,243933385
02d04d420f4cf5f01f61784654b676542e1ae66226ec9c95ef70e465c8a67aee9d,50,7413200
